PMID	REGULATOR	REGULATED	NORMALIZED_EFFECT	sentence_tagged
8825783	IciA	dnaA	activator	Whereas # 1996 Blackwell Science Ltd , Molecular Microbiology , 19 , 389 – 396Transcriptional activation of the @Regulated$ gene by @TF$ protein 393 Fig . 6 .
14701822	MarA	hdeA	repressor	These results showed that @TF$ by itself could directly repress purA and @Regulated$ transcription .
14701822	MarA	purA	repressor	These results showed that @TF$ by itself could directly repress @Regulated$ and hdeA transcription .
18502871	ArgP	dapB	activator	Upon transformation into strain JCP75 , this plasmid led to red colonies on MacConkey lactose agar plates supplemented with lysine , confirming that @TF$ is able to enhance @Regulated$ transcription .
10802742	Rob	galT	repressor	Recent genetic data show that @TF$ represses transcription of the @Regulated$ gene ( M . H . J . B . and B . D . , unpublished results ) .
19906180	ArgP	argO	activator	The L - leucine concentration was set at 7 mM , corresponding to the concentration of total leucine in cells grown in © 2009 The Authors Journal compilation © 2009 Blackwell Publishing Ltd , Molecular Microbiology , 74 , 1513 – 1526Lrp and @TF$ activation of @Regulated$ transcription 1517 leucine - supplemented medium ( Quay et al . , 1977 ) .
17449618	NsrR	hmpA	regulator	Operons observed to be differentially expressed include not only all four of the transcripts , @Regulated$ , ytfE , ygbA , and hcp - hcr , known or predicted to be @TF$ - regulated ( 4 , 40 ) , but also other transcripts predicted to be regulated by nitrite or RNS generated from nitrite , for example , nitric oxide ( 11 ) .
9696769	Fnr	napF	activator	This @TF$ ( D154A ) protein was able to activate ( @Regulated$ - lacZ ) expression in vivo ( data not shown ) .
17449618	NsrR	ygbA	regulator	Operons observed to be differentially expressed include not only all four of the transcripts , hmpA , ytfE , @Regulated$ , and hcp - hcr , known or predicted to be @TF$ - regulated ( 4 , 40 ) , but also other transcripts predicted to be regulated by nitrite or RNS generated from nitrite , for example , nitric oxide ( 11 ) .
17449618	NsrR	ytfE	regulator	Operons observed to be differentially expressed include not only all four of the transcripts , hmpA , @Regulated$ , ygbA , and hcp - hcr , known or predicted to be @TF$ - regulated ( 4 , 40 ) , but also other transcripts predicted to be regulated by nitrite or RNS generated from nitrite , for example , nitric oxide ( 11 ) .
7643383	Fnr	aeg	activator	These observations confirm the importance of the 64.5 sequence in the @TF$ - dependent induction of @Regulated$ - 46.5 operon expression .
16478729	MarA	hdeA	repressor	Because previous studies have shown that the @TF$ - binding sites of two other repressed promoters ( @Regulated$ and purA ) lie in a backward orientation ( 20 ) and either partially or completely overlap the - 35 hexamer , we examined whether the putative rob marbox might be in a similar configuration and position .
16478729	MarA	purA	repressor	Because previous studies have shown that the @TF$ - binding sites of two other repressed promoters ( hdeA and @Regulated$ ) lie in a backward orientation ( 20 ) and either partially or completely overlap the - 35 hexamer , we examined whether the putative rob marbox might be in a similar configuration and position .
12218041	MetJ	metD	regulator	The three @Regulated$ genes are regulated by the @TF$ repressor .
9409145	AraC	araBAD	activator	( ii ) Mutations within residues in this region in @TF$ ( Cys204 3 Tyr , Ser208 3 Ala , Arg210 3 Cys , and His212 3 Tyr or Ala ) reduced binding to and decreased transcriptional activation from the P @Regulated$ promoter ( 26 – 28 , 39 , 78 ) .
17449618	NsrR	ydbC	activator	In the case of the @Regulated$ promoter , the differences in transcript levels between the two transformants were at least as great as those for the NsrRrepressed genes , making P ydbE a prime candidate for direct activation by @TF$ .
18346968	MelR	melR	repressor	Next , we attempted to reproduce @TF$ - dependent repression of the @Regulated$ promoter in vitro .
15743943	CpxR	nanC	regulator	@Regulated$ expression was predicted to be regulated by the two - component regulatory system @TF$ - CpxA by transcriptome analysis ( 16 ) .
12067348	CRP	acnA	regulator	The – 111 to – 91 site overlaps sequences identified as binding the anaerobic regulators , ArcA and FNR , and the catabolite regulator @TF$ which have been shown to regulate the @Regulated$ P2 promoter ( Cunningham et al . , 1997 ) .
18502871	ArgP	dapB	activator	As shown in Fig . 2 , induction of @TF$ synthesis was soon followed by a sharp stimulation of @Regulated$ lacZ transcription .
8825783	IciA	dnaA	activator	In vivo S1 nuclease - protection assays ( Fig . 4 ) and in vitro run - off transcription assays ( Figs 5 and 6 ) indicate that @TF$ protein specifically activates transcription from @Regulated$ promoter 1P .
17449618	NsrR	hcp	repressor	The microarray data for the other promoters that are apparently activated by @TF$ must be evaluated cautiously , however , because few of these transcripts encode proteins known or suspected to be involved in the response to RNS , and most of the differences were much smaller ( typically two - to threefold apparent activation ) than the 30 - fold repression of ytfE , the 14 - fold repression of hmpA , and the up - to - 15 - fold repression of @Regulated$ .
17449618	NsrR	hmpA	repressor	The microarray data for the other promoters that are apparently activated by @TF$ must be evaluated cautiously , however , because few of these transcripts encode proteins known or suspected to be involved in the response to RNS , and most of the differences were much smaller ( typically two - to threefold apparent activation ) than the 30 - fold repression of ytfE , the 14 - fold repression of @Regulated$ , and the up - to - 15 - fold repression of hcp .
10760179	MelR	melR	repressor	The figure also shows the measured amount of @TF$ - dependent repression of the @Regulated$ promoter on the KK81 fragment carrying the different Site R substitutions .
17449618	NsrR	ytfE	repressor	The microarray data for the other promoters that are apparently activated by @TF$ must be evaluated cautiously , however , because few of these transcripts encode proteins known or suspected to be involved in the response to RNS , and most of the differences were much smaller ( typically two - to threefold apparent activation ) than the 30 - fold repression of @Regulated$ , the 14 - fold repression of hmpA , and the up - to - 15 - fold repression of hcp .
19906180	Lrp	argO	regulator	Three potential @TF$ binding sites can be found in the @Regulated$ control region ( Pot - box 1 , 2 and 3 ; Fig . 1 ) .
18346968	MelR	melR	repressor	The experiment illustrated in Figure 2 shows that @TF$ has little or no effect on the synthesis of RNA - 1 but represses synthesis of the transcript from the @Regulated$ promoter .
12791142	MarR	marA	regulator	The transcription of the @Regulated$ gene is regulated by the repressor @TF$ ( Alekshun and Levy , 1997 ) .
10760179	MelR	melR	repressor	The results shown in Fig . 4 indicate that , with the shorter KK101 fragment , repression of the @Regulated$ promoter by @TF$ differs from the repression found with the longer KK81 fragment .
9393706	Rob	marRAB	activator	In a strain with a wild - type chromosomal @Regulated$ operon , @TF$ activates the promoter , and therefore the rob + mar + strain produces more MarR repressor than the rob mar + strain .
19906180	Lrp	ilvIH	regulator	For example , binding of @TF$ to the isolated strong binding site 2 of the @Regulated$ control region occurred in the nM range ( Cui et al . , 1996 ) but , in contrast , binding to site 2 of the pap operon could not be detected by EMSA , although this site was successfully used for the growth of co - crystals ( de los Rios and Perona , 2007 ) .
18502871	ArgP	dapB	regulator	@TF$ binds a site upstream of the @Regulated$ promoter .
9657988	RelA	eda	activator	Nystrom showed that induction of the @TF$ protein results in high expression of @Regulated$ ( 47 ) .
9537375	CRP	gntT	activator	In summary , these results demonstrate that @Regulated$ is positively regulated by @TF$ .
10760179	MelR	melR	repressor	We reasoned that some part of the melAB promoter might be responsible for the high level of @TF$ dependent repression of the @Regulated$ promoter seen with the KK81 fragment .
8995231	DnaA	dnaA	repressor	2 When the two @Regulated$ promoters were repressed by @TF$ protein , IciA protein was able to restore transcription from the 1P promoter with little effect on transcription from the 2P promoter ( 25 ) .
8995231	IciA	dnaA	activator	2 When the two @Regulated$ promoters were repressed by DnaA protein , @TF$ protein was able to restore transcription from the 1P promoter with little effect on transcription from the 2P promoter ( 25 ) .
2543976	MetR	metH	activator	The results of the present study extend these observations and show that the @TF$ protein also stimulates the in vitro expression of @Regulated$ and that both the MetE and MetH proteins synthesized in vitro are enzymatically active .
12067348	MarA	b1452	activator	Thus , stimulation of @Regulated$ was dependent on @TF$ and a region ( – 131 to – 111 ) identified as a potential binding site for the activators . map and mdaB .
8995231	DnaA	dnaA	repressor	The mechanism of IciA protein stimulation of transcription from @Regulated$ promoter 1P in the presence of inhibitory amounts of @TF$ protein was examined .
8995231	IciA	dnaA	activator	The mechanism of @TF$ protein stimulation of transcription from @Regulated$ promoter 1P in the presence of inhibitory amounts of DnaA protein was examined .
10760179	MelR	melR	repressor	Results in Fig . 5 show that @TF$ - dependent repression of the @Regulated$ promoter is little altered by the changes in Site 1 ( KK81S3 ) or Site 1 0 ( KK81S4 ) .
18346968	MelR	melR	repressor	@TF$ - dependent repression of the @Regulated$ promoter carried by each derivative was then measured , as above .
21890697	ArgP	cadBA	regulator	@TF$ and @Regulated$ regulation .
11073923	CRP	rhaBAD	activator	RESULTS @TF$ both directly and indirectly activates @Regulated$ .
8825783	IciA	dnaA	activator	Hwang we have shown that @TF$ protein activates transcription from the promoter 1P of the @Regulated$ gene .
10760179	MelR	melR	repressor	Thus , when @TF$ - binding Site 2 is altered in the KK81 fragment , the pattern of MelRdependent repression of the @Regulated$ promoter is similar to that seen with the shorter KK101 fragment ( Fig . 4 ) .
20023096	CRP	araB	regulator	On the other hand , activation of the P @Regulated$ promoter was delayed when glucose was present , consistent with the regulation of this promoter also by @TF$ ( 6 ) .
17238917	NanR	fimB	activator	This suggests that IHF binding to ibs has a small inhibitory effect on the ability of @TF$ to activate @Regulated$ expression .
21890697	ArgP	lysP	activator	Since our findings indicated that @TF$ is needed for activation of @Regulated$ transcription , we tested whether cadBA expression would be rendered Lys independent even in the argP mutant .
10601216	Fnr	adhE	regulator	Thus , it seems that @TF$ can regulate @Regulated$ expression from the downstream transcriptional start site only in the physical absence of the upstream region .
7643383	NarP	aeg	activator	The results suggest that the @TF$ protein specifically interacts with the 44.5 region in order to activate @Regulated$ - 46.5 operon expression .
